disaster_number,state,declaration_type,declaration_date,incident_type,declaration_title,ih_program_declared,ia_program_declared,pa_program_declared,hm_program_declared,incident_begin_date,incident_end_date,country_name,designated_area,declaration_request_number,deaths,incident_duration
3541,Arkansas,Upravljanje hitnim situacijama,2020-08-27,Hurricane,Hurricane Laura,0,0,1,0,2020-08-26,2020-08-28,Carroll County (Arkansas),Carroll (County),20250,1969,18
1088,New Jersey,Velika katastrofa,1996-01-13,Snowstorm,Blizzard Of 96 (Severe Snow Storm),0,0,1,0,1996-01-07,1996-01-12,Hunterdon County,Hunterdon (County),96020,7219,6
1174,North Dakota,Velika katastrofa,1997-04-07,Flood,"Severe Flooding,Severe Winter Storms, Snowmelt, Spring Rains",0,1,1,0,1997-02-28,1997-05-24,Kidder County,Kidder (County),97050,2244,6
1313,South Carolina,Velika katastrofa,2000-01-31,Severe Storm,Severe Winter Storm,0,0,1,1,2000-01-22,2000-02-01,Laurens County (South Carolina),Laurens (County),12,2764,13
3151,Puerto Rico,Upravljanje hitnim situacijama,1999-11-17,Hurricane,Hurricane Lenny,0,0,1,0,1999-11-17,1999-11-20,Las Piedras Municipio,Las Piedras (Municipio),99147,4709,20
4086,New Jersey,Velika katastrofa,2012-10-30,Hurricane,Hurricane Sandy,1,0,1,1,2012-10-26,2012-11-08,Hunterdon County,Hunterdon (County),12113,3601,14
1138,Pennsylvania,Velika katastrofa,1996-09-13,Flood,Flooding Associated With Tropical Depression Fran,0,1,1,0,1996-09-06,1996-09-08,Mifflin County,Mifflin (County),96183,9943,11
3586,North Carolina,Upravljanje hitnim situacijama,2022-10-01,Hurricane,Hurricane Ian,0,0,1,0,2022-09-28,2022-10-04,Dare County,Dare (County),22091,5113,5
1629,Nevada,Velika katastrofa,2006-02-03,Severe Storm,Severe Storms And Flooding,0,0,1,1,2005-12-31,2006-01-04,Washoe County,Washoe (County),6022,8566,13
1223,Florida,Velika katastrofa,1998-06-18,Fire,Extreme Fire Hazard,0,1,1,0,1998-05-25,1998-07-22,Duval County (Florida),Duval (County),98051,3682,1
1014,Virginia,Velika katastrofa,1994-03-10,Snowstorm,"Severe Ice Storms, Flooding",0,0,1,0,1994-02-08,1994-02-12,Westmoreland County (Virginia),Westmoreland (County),94012,9232,1
1795,Indiana,Velika katastrofa,2008-09-23,Severe Storm,Severe Storms And Flooding,1,1,1,1,2008-09-12,2008-10-06,Jennings County,Jennings (County),8156,8044,8
1706,Nebraska,Velika katastrofa,2007-06-06,Severe Storm,"Severe Storms, Flooding, And Tornadoes",0,0,1,1,2007-05-04,2007-05-19,Saunders County,Saunders (County),7842,2112,17
1785,Florida,Velika katastrofa,2008-08-24,Severe Storm,Tropical Storm Fay,0,0,1,1,2008-08-18,2008-09-12,Dixie County,Dixie (County),8131,248,21
1174,North Dakota,Velika katastrofa,1997-04-07,Flood,"Severe Flooding,Severe Winter Storms, Snowmelt, Spring Rains",0,1,1,0,1997-02-28,1997-05-24,Hettinger County,Hettinger (County),97050,4562,15
310,New Jersey,Velika katastrofa,1971-09-04,Flood,Heavy Rains & Flooding,0,1,1,0,1971-09-04,1971-09-04,Passaic County,Passaic (County),71050,9149,6
56,North Carolina,Velika katastrofa,1956-04-24,Severe Storm,Severe Storm,0,1,1,1,1956-04-24,1956-04-24,North Carolina,Statewide,56009,2917,14
1466,Alabama,Velika katastrofa,2003-05-12,Severe Storm,"Severe Storms, Tornadoes, And Flooding",1,1,0,1,2003-05-05,2003-05-30,Calhoun County (Alabama),Calhoun (County),3041,3175,1
3284,Texas,Upravljanje hitnim situacijama,2008-03-14,Fire,Wildfires,0,0,1,0,2008-03-14,2008-09-01,Galveston County,Galveston (County),8035,133,12
3222,North Carolina,Upravljanje hitnim situacijama,2005-09-05,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Hyde County (North Carolina),Hyde (County),5092,9344,12
1125,Indiana,Velika katastrofa,1996-07-03,Severe Storm,Severe Storms And Flooding,0,1,1,0,1996-04-28,1996-05-25,Dearborn County,Dearborn (County),96126,5506,18
4232,Vermont,Velika katastrofa,2015-07-29,Severe Storm,Severe Storm And Flooding,0,0,1,1,2015-06-09,2015-06-09,Addison County,Addison (County),15046,2891,7
1356,Texas,Velika katastrofa,2001-01-08,Severe Ice Storm,Severe Winter Ice Storm,0,0,1,0,2000-12-12,2001-01-15,Randall County,Randall (County),1002,9606,1
3543,Louisiana,Upravljanje hitnim situacijama,2020-09-14,Hurricane,Hurricane Sally,0,0,1,0,2020-09-13,2020-09-16,La Salle Parish,La Salle (Parish),20287,682,21
895,Mississippi,Velika katastrofa,1991-03-05,Flood,Severe Storms & Flooding,0,1,1,0,1991-02-17,1991-03-21,Leflore County,Leflore (County),91008,1800,4
3569,Mississippi,Upravljanje hitnim situacijama,2021-08-28,Hurricane,Hurricane Ida,0,0,1,0,2021-08-28,2021-09-01,Leake County,Leake (County),21090,2572,15
1660,Arizona,Velika katastrofa,2006-09-07,Severe Storm,Severe Storms And Flooding,0,0,1,1,2006-07-25,2006-08-04,Navajo County,Navajo (County),6138,6434,17
683,Mississippi,Velika katastrofa,1983-06-01,Severe Storm,"Severe Storms, Tornadoes, And Flooding",0,1,0,0,1983-06-01,1983-06-01,Issaquena County,Issaquena (County),83034,6100,4
4092,Virginia,Velika katastrofa,2012-11-26,Hurricane,Hurricane Sandy,0,0,1,1,2012-10-26,2012-11-08,Frederick County (Virginia),Frederick (County),12123,8421,15
184,Oregon,Velika katastrofa,1964-12-24,Flood,Heavy Rains & Flooding,0,1,1,0,1964-12-24,1964-12-24,Marion County (Oregon),Marion (County),64031,1157,3
3401,North Carolina,Upravljanje hitnim situacijama,2018-09-10,Hurricane,Hurricane Florence,0,0,1,0,2018-09-07,2018-09-29,Henderson County (North Carolina),Henderson (County),18099,1969,23
1624,Texas,Velika katastrofa,2006-01-11,Fire,Extreme Wildfire Threat,0,0,1,1,2005-11-27,2006-05-14,Donley County,Donley (County),6021,61,21
3547,Louisiana,Upravljanje hitnim situacijama,2020-10-07,Hurricane,Hurricane Delta,0,0,1,0,2020-10-06,2020-10-10,East Baton Rouge Parish,East Baton Rouge (Parish),20307,1545,11
4656,South Dakota,Velika katastrofa,2022-06-29,Severe Storm,"Severe Storm, Straight-Line Winds, Tornadoes, And Flooding",0,0,1,1,2022-05-12,2022-05-12,Clay County (South Dakota),Clay (County),22048,4231,21
443,Iowa,Velika katastrofa,1974-06-24,Flood,Severe Storms & Flooding,0,1,1,0,1974-06-24,1974-06-24,Story County,Story (County),74060,9742,11
4234,Iowa,Velika katastrofa,2015-07-31,Severe Storm,"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",0,0,1,1,2015-06-20,2015-06-25,Marion County (Iowa),Marion (County),15043,3671,14
1458,Virginia,Velika katastrofa,2003-03-27,Severe Storm,"Severe Winter Storm, Record/Near Record Snowfall, Heavy Rain,Floodind, And Mudslide",0,0,1,0,2003-02-15,2003-02-28,Wythe County,Wythe (County),3015,6840,11
183,California,Velika katastrofa,1964-12-24,Flood,Heavy Rains & Flooding,0,1,1,0,1964-12-24,1964-12-24,Tuolumne County,Tuolumne (County),64030,6760,2
1066,Oklahoma,Velika katastrofa,1995-09-01,Severe Storm,Severe Storms And Flooding,0,0,1,0,1995-07-21,1995-08-06,Harmon County,Harmon (County),95050,8650,7
3554,Texas,Upravljanje hitnim situacijama,2021-02-14,Severe Ice Storm,Severe Winter Storm,0,0,1,0,2021-02-11,2021-02-21,Nacogdoches County,Nacogdoches (County),21009,704,20
1258,Kansas,Velika katastrofa,1998-11-05,Severe Storm,Ks-Flooding  10/31/98,0,1,1,0,1998-10-30,1998-11-15,Chase County (Kansas),Chase (County),98085,7290,9
3212,Louisiana,Upravljanje hitnim situacijama,2005-08-27,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26,2005-11-01,Winn Parish,Winn (Parish),5078,9467,10
3406,Georgia,Upravljanje hitnim situacijama,2018-10-10,Hurricane,Hurricane Michael,0,0,1,0,2018-10-09,2018-10-23,Wayne County (Georgia),Wayne (County),18113,8743,10
1845,Arkansas,Velika katastrofa,2009-06-16,Severe Storm,"Severe Storms, Tornadoes, And Flooding",0,0,1,1,2009-04-27,2009-05-23,Howard County (Arkansas),Howard (County),9078,5650,12
3584,Florida,Upravljanje hitnim situacijama,2022-09-24,Hurricane,Tropical Storm Ian,0,0,1,0,2022-09-23,2022-11-04,Pasco County,Pasco (County),22087,7636,8
775,Wisconsin,Velika katastrofa,1986-10-07,Flood,Severe Storms & Flooding,0,1,0,0,1986-09-10,1986-10-03,Washington County (Wisconsin),Washington (County),86028,9708,1
3261,Texas,Upravljanje hitnim situacijama,2005-09-21,Hurricane,Hurricane Rita,0,0,1,0,2005-09-20,2005-10-14,Wheeler County (Texas),Wheeler (County),5137,3330,4
715,Iowa,Velika katastrofa,1984-06-27,Severe Storm,"Severe Storms, Tornadoes, Hail & Floods",0,1,0,0,1984-06-07,1984-06-08,Mahaska County,Mahaska (County),84049,2165,6
368,Mississippi,Velika katastrofa,1973-03-27,Severe Storm,"Heavy Rains, Tornadoes & Flooding",0,1,1,0,1973-03-27,1973-03-27,Washington County (Mississippi),Washington (County),73019,1820,20
1136,Puerto Rico,Velika katastrofa,1996-09-11,Hurricane,Hurricane Hortense,0,1,1,0,1996-09-09,1996-09-11,Patillas Municipio,Patillas (Municipio),96182,9976,1
3584,Florida,Upravljanje hitnim situacijama,2022-09-24,Hurricane,Tropical Storm Ian,0,0,1,0,2022-09-23,2022-11-04,Liberty County (Florida),Liberty (County),22087,5831,14
1414,Kentucky,Velika katastrofa,2002-05-07,Severe Storm,"Severe Storms, Tornadoes And Flooding",0,1,0,0,2002-04-27,2002-05-10,Taylor County (Kentucky),Taylor (County),2036,5402,21
829,Louisiana,Velika katastrofa,1989-05-20,Flood,Severe Storms & Flooding,0,1,0,0,1989-05-04,1989-05-27,Franklin Parish,Franklin (Parish),89013,7065,23
818,North Carolina,Velika katastrofa,1988-12-02,Tornado,Severe Storms & Tornadoes,0,1,0,0,1988-11-28,1988-11-28,Currituck County,Currituck (County),88029,2676,21
3403,Virginia,Upravljanje hitnim situacijama,2018-09-11,Hurricane,Hurricane Florence,0,0,1,0,2018-09-13,2018-09-21,Roanoke city,Roanoke,18100,3965,13
1556,Ohio,Velika katastrofa,2004-09-19,Severe Storm,Severe Storms And Flooding,1,1,1,1,2004-08-27,2004-09-27,Washington County (Ohio),Washington (County),4117,4115,4
1647,South Dakota,Velika katastrofa,2006-06-05,Severe Storm,Severe Winter Storm,0,0,1,1,2006-04-18,2006-04-20,Perkins County (South Dakota),Perkins (County),6090,641,21
4363,Indiana,Velika katastrofa,2018-05-04,Flood,Severe Storms And Flooding,1,0,0,1,2018-02-14,2018-03-04,Carroll County (Indiana),Carroll (County),18023,2470,21
4166,South Carolina,Velika katastrofa,2014-03-12,Severe Ice Storm,Severe Winter Storm,0,0,1,1,2014-02-10,2014-02-14,Georgetown County,Georgetown (County),14015,1531,12
3527,Louisiana,Upravljanje hitnim situacijama,2020-06-07,Coastal Storm,Tropical Storm Cristobal,0,0,1,0,2020-06-05,2020-06-09,Caldwell Parish,Caldwell (Parish),20193,3085,4
4420,Nebraska,Velika katastrofa,2019-03-21,Flood,"Severe Winter Storm, Straight-Line Winds, And Flooding",0,0,1,1,2019-03-09,2019-07-14,Logan County (Nebraska),Logan (County),19009,67,9
5013,Washington,Upravljanje požarom,2012-09-09,Fire,Barker Canyon Fire,0,0,1,0,2012-09-09,2012-09-15,Grant County (Washington),Grant (County),12086,3598,8
1354,Arkansas,Velika katastrofa,2000-12-29,Severe Ice Storm,Severe Winter Ice Storm,0,0,1,0,2000-12-12,2001-01-08,Boone County (Arkansas),Boone (County),181,5054,10
2187,Oregon,Upravljanje požarom,1996-08-12,Fire,Wheeler Fire (Wheeler),0,0,1,0,1996-08-12,1996-08-12,Oregon,Statewide,96170,5498,5
4629,Connecticut,Velika katastrofa,2021-10-30,Hurricane,Remnants Of Hurricane Ida,1,0,1,1,2021-09-01,2021-09-02,Fairfield County (Colorado),"Fairfield (County)(in PMSA 1160,1930,5760,8040)",21116,8053,17
1174,North Dakota,Velika katastrofa,1997-04-07,Flood,"Severe Flooding,Severe Winter Storms, Snowmelt, Spring Rains",0,1,1,0,1997-02-28,1997-05-24,Slope County,Slope (County),97050,6354,12
1110,Illinois,Velika katastrofa,1996-04-23,Severe Storm,Severe Storms And Tornadoes,0,1,1,0,1996-04-18,1996-04-19,Henry County (Illinois),Henry (County),96117,4073,21
1370,Minnesota,Velika katastrofa,2001-05-16,Flood,"Severe Winter Storms, Flooding, And Tornadoes",0,0,1,0,2001-03-23,2001-07-03,Marshall County (Minnesota),Marshall (County),1050,3216,13
1370,Minnesota,Velika katastrofa,2001-05-16,Flood,"Severe Winter Storms, Flooding, And Tornadoes",0,1,1,0,2001-03-23,2001-07-03,Stearns County,Stearns (County),1050,8129,3
3247,North Dakota,Upravljanje hitnim situacijama,2005-09-13,Coastal Storm,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Oliver County,Oliver (County),5126,2808,23
1464,Tennessee,Velika katastrofa,2003-05-08,Severe Storm,"Severe Storms, Tornadoes, And Flooding",1,1,1,1,2003-05-04,2003-05-30,Cumberland County (Tennessee),Cumberland (County),3039,1473,19
1375,South Dakota,Velika katastrofa,2001-05-17,Flood,"Severe Winter Storms, Flooding, And Ice Jams",0,0,1,1,2001-03-01,2001-04-30,Codington County,Codington (County),1052,3716,3
1260,Tennessee,Velika katastrofa,1999-01-15,Severe Storm,Severe Winter Storm,0,0,1,1,1998-12-23,1998-12-29,Marion County (Tennessee),Marion (County),99003,5788,20
1046,California,Velika katastrofa,1995-03-12,Severe Storm,"Severe Winter Storms, Flooding Landslides, Mud Flow",0,1,1,0,1995-02-13,1995-04-19,Trinity County (California),Trinity (County),95017,8589,3
1981,North Dakota,Velika katastrofa,2011-05-10,Flood,Flooding,0,0,1,1,2011-02-14,2011-07-20,Dickey County,Dickey (County),11104,2169,19
1217,Indiana,Velika katastrofa,1998-05-08,Severe Storm,Severe Winter Storm,0,0,1,0,1998-03-09,1998-03-12,St. Joseph County (Indiana),St. Joseph (County),98232,4200,23
3302,Kentucky,Upravljanje hitnim situacijama,2009-01-28,Severe Ice Storm,Severe Winter Storm,0,0,1,0,2009-01-27,2009-02-05,Lee County (Kentucky),Lee (County),9010,7968,6
215,Minnesota,Velika katastrofa,1966-03-22,Flood,Flooding,0,1,1,0,1966-03-22,1966-03-22,Becker County,Becker (County),66013,8960,4
1324,Maryland,Velika katastrofa,2000-04-10,Severe Storm,Severe Winter Storm,0,0,1,1,2000-01-25,2000-01-30,Charles County,Charles (County),29,627,1
4595,Kentucky,Velika katastrofa,2021-04-23,Flood,"Severe, Storms, Flooding, Landslides, And Mudslides",0,0,1,1,2021-02-27,2021-03-14,Pike County (Kentucky),Pike (County),21025,4611,22
4200,Missouri,Velika katastrofa,2014-10-31,Severe Storm,"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",0,0,1,1,2014-09-09,2014-09-10,Lewis County (Missouri),Lewis (County),14092,8047,23
1851,Tennessee,Velika katastrofa,2009-07-13,Severe Storm,"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",0,0,1,1,2009-06-12,2009-06-14,Haywood County (Tennessee),Haywood (County),9083,4287,7
3373,South Carolina,Upravljanje hitnim situacijama,2015-10-03,Severe Storm,Severe Storms And Flooding,0,0,1,0,2015-10-01,2015-10-23,Cherokee County (South Carolina),Cherokee (County),15078,3319,8
1712,Oklahoma,Velika katastrofa,2007-07-07,Severe Storm,"Severe Storms, Flooding, And Tornadoes",1,1,1,1,2007-06-10,2007-07-25,Nowata County,Nowata (County),7861,3399,4
1006,Missouri,Velika katastrofa,1993-12-01,Severe Storm,"Severe Storms, Tornadoes, And Flooding",0,1,1,0,1993-11-13,1993-11-19,Perry County (Missouri),Perry (County),93124,4955,10
1087,North Carolina,Velika katastrofa,1996-01-13,Snowstorm,Blizzard Of 96,0,0,1,0,1996-01-06,1996-01-12,Mitchell County (North Carolina),Mitchell (County),96019,6193,18
423,Indiana,Velika katastrofa,1974-04-04,Tornado,Tornadoes,0,1,1,0,1974-04-04,1974-04-04,Perry County (Indiana),Perry (County),74029,6195,7
254,Arkansas,Velika katastrofa,1969-02-15,Flood,Severe Storms & Flooding,0,1,1,0,1969-02-15,1969-02-15,Conway County,Conway (County),69017,3111,6
1835,Alabama,Velika katastrofa,2009-04-28,Severe Storm,"Severe Storms, Flooding, Tornadoes & Straight-Line",0,0,1,1,2009-03-25,2009-04-03,Crenshaw County,Crenshaw (County),9042,9346,20
3565,New York,Upravljanje hitnim situacijama,2021-08-22,Hurricane,Hurricane Henri,0,0,1,0,2021-08-21,2021-08-24,Sullivan County (New York),Sullivan (County),21083,478,20
3539,Mississippi,Upravljanje hitnim situacijama,2020-08-23,Hurricane,Hurricane Marco And Tropical Storm Laura,0,0,1,0,2020-08-23,2020-08-29,George County,George (County),20243,3417,16
863,Texas,Velika katastrofa,1990-05-02,Severe Storm,"Severe Storms, Tornadoes & Flooding",0,1,0,0,1990-04-15,1990-05-29,Hansford County,Hansford (County),90016,4176,1
3387,Georgia,Upravljanje hitnim situacijama,2017-09-08,Hurricane,Hurricane Irma,0,0,1,0,2017-09-07,2017-09-20,Catoosa County,Catoosa (County),17100,9642,8
1802,Kentucky,Velika katastrofa,2008-10-09,Severe Storm,Severe Wind Storm Associated With Tropical Depression Ike,0,0,1,1,2008-09-12,2008-09-14,Oldham County (Kentucky),Oldham (County),8163,1089,8
3405,Florida,Upravljanje hitnim situacijama,2018-10-09,Hurricane,Hurricane Michael,0,0,1,0,2018-10-07,2018-10-19,Franklin County (Florida),Franklin (County),18112,9449,16
1100,Washington,Velika katastrofa,1996-02-09,Flood,"High Winds, Severe Storms And Flooding",0,1,1,0,1996-01-26,1996-02-23,King County (Washington),King (County),96034,7065,9
4339,Puerto Rico,Velika katastrofa,2017-09-20,Hurricane,Hurricane Maria,1,0,1,1,2017-09-17,2017-11-15,Barceloneta Municipio,Barceloneta (Municipio),17116,3211,22
4192,Amarican Samoa,Velika katastrofa,2014-09-10,Severe Storm,"Severe Storms, Flooding, And Landslides",0,0,1,1,2014-07-29,2014-08-03,Rose Island,Rose Island (Island) (County-equivalent),14078,9510,18
868,Iowa,Velika katastrofa,1990-05-26,Flood,Severe Storms & Flooding,0,1,1,0,1990-05-18,1990-07-06,Calhoun County (Iowa),Calhoun (County),90021,826,1
3228,Oregon,Upravljanje hitnim situacijama,2005-09-07,Coastal Storm,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Gilliam County,Gilliam (County),5104,6862,14
1702,South Dakota,Velika katastrofa,2007-05-22,Severe Storm,"Severe Storms, Tornadoes, And Flooding",0,0,1,1,2007-05-04,2007-06-08,Day County,Day (County),7831,2620,1
907,Arkansas,Velika katastrofa,1991-05-30,Flood,Severe Storms & Flooding,0,0,1,0,1991-04-12,1991-05-11,Columbia County (Arkansas),Columbia (County),91026,3047,16
3403,Virginia,Upravljanje hitnim situacijama,2018-09-11,Hurricane,Hurricane Florence,0,0,1,0,2018-09-13,2018-09-21,Stafford County (Virginia),Stafford (County),18100,9441,14
1996,Montana,Velika katastrofa,2011-06-17,Severe Storm,Severe Storms And Flooding,0,0,1,1,2011-04-04,2011-07-22,Treasure County,Treasure (County),11132,7236,9
4216,Kentucky,Velika katastrofa,2015-04-30,Snowstorm,"Severe Winter Storms, Snowstorms, Flooding, Landslides, And Mudslides",0,0,1,1,2015-02-15,2015-02-22,Metcalfe County,Metcalfe (County),15013,8564,23
257,South Dakota,Velika katastrofa,1969-04-18,Flood,Flooding,0,1,1,0,1969-04-18,1969-04-18,Lake County (South Dakota),Lake (County),69020,4729,23
946,Minnesota,Velika katastrofa,1992-06-26,Severe Storm,"Severe Storms, Tornadoes & Flooding",0,1,1,0,1992-06-16,1992-06-20,Kandiyohi County,Kandiyohi (County),92021,3670,15
1700,Connecticut,Velika katastrofa,2007-05-11,Severe Storm,Severe Storms And Flooding,1,1,0,1,2007-04-15,2007-04-27,New Haven County,"New Haven (County)(in (P)MSA 1160,5480,8880)",7818,9708,21
369,Alabama,Velika katastrofa,1973-03-27,Tornado,Tornadoes & Flooding,0,1,1,0,1973-03-27,1973-03-27,Marion County (Alabama),Marion (County),73020,5228,21
653,Ohio,Velika katastrofa,1982-03-26,Flood,Severe Storms & Flooding,0,1,0,0,1982-03-12,1982-03-23,Williams County (Ohio),Williams (County),82012,4533,4
1018,Kentucky,Velika katastrofa,1994-03-16,Snowstorm,"Severe Weather, Freezing Rain, Sleet, Snw",0,0,1,0,1994-02-09,1994-02-11,Owsley County,Owsley (County),94016,7521,3
3220,Florida,Upravljanje hitnim situacijama,2005-09-05,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Orange County (Florida),Orange (County),5093,6268,14
1905,Virginia,Velika katastrofa,2010-04-27,Snowstorm,Severe Winter Storms And Snowstorms,0,0,1,1,2010-02-05,2010-02-11,Manassas city,Manassas,10042,6046,10
3386,South Carolina,Upravljanje hitnim situacijama,2017-09-07,Hurricane,Hurricane Irma,0,0,1,0,2017-09-06,2017-09-13,Newberry County,Newberry (County),17098,32,6
1609,Florida,Velika katastrofa,2005-10-24,Hurricane,Hurricane Wilma,0,0,1,1,2005-10-23,2005-11-18,Highlands County (Florida),Highlands (County),5150,3282,21
1537,Kentucky,Velika katastrofa,2004-08-06,Severe Storm,Severe Storms And Flooding,0,0,1,1,2004-07-13,2004-07-15,Green County (Kentucky),Green (County),4072,5348,20
256,North Dakota,Velika katastrofa,1969-04-18,Flood,Flooding,0,1,1,0,1969-04-18,1969-04-18,Burleigh County,Burleigh (County),69019,3275,5
438,Illinois,Velika katastrofa,1974-06-10,Flood,Severe Storms & Flooding,0,1,1,0,1974-06-10,1974-06-10,Kendall County (Illinois),Kendall (County),74055,2441,23
1774,South Dakota,Velika katastrofa,2008-07-09,Severe Storm,Severe Storms And Flooding,0,0,1,1,2008-06-02,2008-06-12,McCook County,McCook (County),8105,7723,9
